,genero,monto,hora,establecimiento,ciudad,tipo_tc,linea_tc,interes_tc,status_txn,is_prime,cashback,fraude,Dia,Sistema,device_score,Flag_dcto
11487,F,875.7059402324302,15,MPago,No registrado,Física,29000,50,Aceptada,0,7.005647521859442,0,Tuesday,WEB,2,1
11489,F,822.9156341099931,3,MPago,No registrado,Física,29000,50,Aceptada,0,8.229156341099932,0,Friday,ANDROID,4,0
11490,F,483.1793501651815,14,Super,No registrado,Física,29000,50,En proceso,0,4.831793501651815,0,Thursday,.,1,0
11491,F,709.4677795784999,17,No registrado,No registrado,Física,29000,50,Rechazada,0,5.675742236628,0,Thursday,WEB,4,1
11492,F,851.5304028010956,1,No registrado,No registrado,Física,29000,50,Aceptada,0,8.515304028010956,0,Tuesday,WEB,3,0
11494,F,555.5836455004239,10,MPago,No registrado,Física,29000,50,En proceso,0,5.555836455004239,0,Thursday,ANDROID,2,0
11495,F,896.9335164200135,23,Super,No registrado,Física,29000,50,Aceptada,0,8.969335164200135,0,Tuesday,%%,4,0
11496,F,853.810006776579,13,Restaurante,No registrado,Virtual,29000,50,Rechazada,0,17.076200135531582,0,Saturday,WEB,2,0
11497,F,148.209662930579,7,Farmacia,No registrado,Física,29000,50,Aceptada,0,1.1856773034446322,0,Sunday,.,5,1
11501,M,135.69864589499713,18,Super,No registrado,Física,73000,47,Aceptada,1,1.3569864589499714,0,Saturday,WEB,2,0
11503,M,281.7591521229953,3,Restaurante,No registrado,Física,73000,47,Aceptada,1,2.535832369106958,0,Sunday,ANDROID,4,1
11504,M,238.39845179588747,19,No registrado,No registrado,Física,73000,47,Aceptada,1,2.383984517958875,1,Sunday,%%,3,0
11505,M,503.8073396800431,17,No registrado,No registrado,Física,73000,47,En proceso,1,5.038073396800431,0,Sunday,WEB,1,0
11506,M,597.8860838635039,15,Super,Guadalajara,Virtual,86000,60,En proceso,0,11.95772167727008,0,Monday,ANDROID,2,0
11507,F,488.3246789629528,8,Super,No registrado,Física,89000,44,En proceso,0,4.883246789629529,0,Wednesday,WEB,2,0
11508,M,120.88595615456975,23,No registrado,Toluca,Virtual,33000,49,Aceptada,0,2.4177191230913957,0,Friday,WEB,2,0
11509,M,235.8863302233435,19,No registrado,Toluca,Virtual,33000,49,Aceptada,0,4.245953944020183,0,Monday,ANDROID,2,1
11510,M,911.2600008282176,5,MPago,Toluca,Virtual,32000,43,Aceptada,0,18.225200016564354,0,Saturday,ANDROID,5,0
11511,M,523.2139670898234,16,Abarrotes,No registrado,Física,91000,43,Aceptada,0,4.7089257038084105,0,Wednesday,ANDROID,1,1
11512,M,135.80146639269685,5,Abarrotes,No registrado,Física,91000,43,En proceso,0,1.3580146639269686,0,Wednesday,.,4,0
11513,M,473.5804108473138,18,Farmacia,No registrado,Virtual,91000,43,Aceptada,0,8.52444739525165,0,Saturday,.,5,1
11514,M,25.755234107467277,13,No registrado,Guadalajara,Física,98000,58,Aceptada,0,0.2317971069672054,0,Sunday,%%,2,1
11515,F,444.74390937172905,12,MPago,Monterrey,Física,53000,55,Aceptada,0,4.002695184345562,0,Tuesday,.,1,1
11516,F,41.22221545179316,11,No registrado,No registrado,Virtual,90000,43,En proceso,1,0.8244443090358633,0,Monday,%%,5,0
11517,F,435.1757463311281,18,No registrado,No registrado,Virtual,90000,43,Aceptada,1,7.833163433960306,0,Monday,.,2,1
11518,M,20.30320941178698,14,No registrado,No registrado,Física,43000,37,Aceptada,0,0.2030320941178698,0,Sunday,ANDROID,5,0
11520,M,330.2282662652256,18,No registrado,No registrado,Física,43000,37,En proceso,0,2.641826130121805,0,Thursday,WEB,2,1
11521,M,492.5357910879986,15,No registrado,No registrado,Física,43000,37,En proceso,0,4.9253579108799865,0,Friday,%%,3,0
11522,M,820.739927175985,12,MPago,No registrado,Virtual,43000,37,Aceptada,0,16.4147985435197,0,Friday,ANDROID,5,0
11523,M,868.9906949387336,10,No registrado,No registrado,Virtual,43000,37,Aceptada,0,17.37981389877467,0,Sunday,.,1,0
11524,M,25.445885089544262,20,Restaurante,No registrado,Virtual,43000,37,Aceptada,0,0.5089177017908852,0,Monday,%%,4,0
11525,M,216.48641087570064,15,Restaurante,No registrado,Física,43000,37,En proceso,0,2.164864108757006,0,Monday,.,2,0
11526,M,622.096038866161,19,Restaurante,No registrado,Física,43000,37,Aceptada,0,6.22096038866161,0,Wednesday,%%,1,0
11528,M,115.0535092789342,8,MPago,No registrado,Física,43000,37,Rechazada,0,1.150535092789342,0,Wednesday,WEB,2,0
11532,M,569.9838444090599,4,Super,No registrado,Virtual,43000,37,Aceptada,0,11.399676888181196,0,Monday,.,3,0
11533,M,21.146948019295063,16,No registrado,No registrado,Virtual,43000,37,Aceptada,0,0.4229389603859013,0,Saturday,.,4,0
11535,M,8.36413848607187,17,Restaurante,No registrado,Física,43000,37,Rechazada,0,0.0836413848607186,0,Tuesday,ANDROID,4,0
11536,M,815.1724695687516,3,No registrado,No registrado,Virtual,43000,37,En proceso,0,14.67310445223753,0,Wednesday,ANDROID,5,1
11544,F,216.2173513712208,9,Abarrotes,Merida,Virtual,58000,48,En proceso,0,4.324347027424416,0,Tuesday,%%,1,0
11545,M,647.3625469730622,14,No registrado,No registrado,Física,30000,43,Aceptada,0,5.82626292275756,0,Wednesday,%%,4,1
11546,M,292.0226504096023,2,Farmacia,No registrado,Física,30000,43,En proceso,0,2.920226504096023,0,Thursday,ANDROID,5,0
11547,M,903.6692387980604,12,No registrado,No registrado,Física,30000,43,Aceptada,0,9.036692387980606,0,Tuesday,ANDROID,2,0
11548,M,558.6029635295278,21,Abarrotes,No registrado,Física,30000,43,Aceptada,0,5.586029635295278,0,Sunday,WEB,5,0
11549,M,976.5174357915096,10,No registrado,No registrado,Física,30000,43,Aceptada,0,9.765174357915097,0,Saturday,.,2,0
11550,M,286.2270770461127,18,Farmacia,No registrado,Física,30000,43,Aceptada,0,2.862270770461127,0,Saturday,.,1,0
11551,M,211.78891683123413,3,No registrado,No registrado,Física,30000,43,Rechazada,0,2.1178891683123413,0,Wednesday,%%,1,0
11553,M,594.397828116905,3,No registrado,No registrado,Física,30000,43,Aceptada,0,5.94397828116905,0,Saturday,%%,2,0
11554,M,710.1421292415962,18,Abarrotes,No registrado,Física,30000,43,Aceptada,0,7.101421292415962,0,Wednesday,%%,3,0
11556,M,773.7974366737144,13,No registrado,No registrado,Virtual,30000,43,En proceso,0,15.475948733474288,0,Saturday,%%,5,0
11558,M,903.4092980589808,17,No registrado,No registrado,Física,30000,43,Aceptada,0,9.034092980589808,0,Thursday,WEB,4,0
11559,M,297.64778358212254,1,Abarrotes,No registrado,Física,30000,43,En proceso,0,2.9764778358212256,0,Saturday,ANDROID,2,0
11560,F,221.85148046945912,8,MPago,No registrado,Física,98000,53,Aceptada,0,2.2185148046945917,0,Thursday,WEB,4,0
11561,F,417.4357054809685,11,Super,No registrado,Física,98000,53,Aceptada,0,4.174357054809685,0,Wednesday,%%,3,0
11562,F,370.1942788214727,13,No registrado,No registrado,Virtual,98000,53,En proceso,0,5.923108461143563,0,Saturday,.,5,1
11563,F,552.0915843990067,6,MPago,No registrado,Virtual,98000,53,Aceptada,0,11.041831687980132,0,Thursday,%%,1,0
11564,F,894.4430019779795,20,No registrado,No registrado,Física,98000,53,Aceptada,0,8.944430019779796,0,Tuesday,WEB,1,0
11565,Error registro,699.3760837487399,8,Super,Guadalajara,Física,38000,32,Aceptada,0,6.29438475373866,0,Tuesday,ANDROID,5,1
11566,Error registro,607.5121630439507,23,No registrado,Guadalajara,Física,38000,32,En proceso,0,6.075121630439508,0,Thursday,.,1,0
11568,F,874.66414054132,16,Abarrotes,Toluca,Física,32000,61,En proceso,0,8.7466414054132,0,Thursday,.,2,0
11569,F,530.219422776113,19,No registrado,Toluca,Física,32000,61,En proceso,0,5.30219422776113,0,Thursday,%%,4,0
11570,F,692.432363374916,13,No registrado,Toluca,Física,32000,61,Aceptada,0,6.231891270374244,0,Thursday,%%,1,1
11572,F,497.3184151443829,8,No registrado,Toluca,Virtual,32000,61,Aceptada,0,9.94636830288766,0,Friday,ANDROID,3,0
11574,F,447.3025685070894,1,Super,Toluca,Virtual,32000,61,Aceptada,0,8.05144623312761,0,Thursday,%%,2,1
11575,F,230.05331308201448,4,Abarrotes,Toluca,Física,32000,61,Aceptada,0,2.300533130820145,0,Thursday,%%,2,0
11577,Error registro,195.7478400544105,19,No registrado,Guadalajara,Física,47000,56,Aceptada,0,1.9574784005441048,0,Friday,%%,2,0
11578,Error registro,924.347263365598,14,No registrado,Guadalajara,Física,47000,56,Aceptada,0,8.319125370290383,0,Tuesday,WEB,3,1
11579,Error registro,142.67471239744768,14,Farmacia,Guadalajara,Virtual,47000,56,Aceptada,0,2.5681448231540585,0,Monday,WEB,4,1
11580,Error registro,376.84664322458,12,Super,Guadalajara,Física,47000,56,Aceptada,0,3.7684664322458,0,Saturday,.,4,0
11581,Error registro,787.7055862419177,20,Farmacia,Guadalajara,Física,47000,56,Aceptada,0,7.877055862419177,0,Sunday,%%,2,0
11582,Error registro,388.6221336256436,3,Abarrotes,Guadalajara,Física,47000,56,En proceso,0,3.4975992026307923,0,Sunday,ANDROID,3,1
11583,Error registro,565.622990572543,21,No registrado,Guadalajara,Física,47000,56,Aceptada,0,5.090606915152888,0,Monday,%%,2,1
11584,Error registro,672.2130909657276,20,Restaurante,Guadalajara,Física,47000,56,Aceptada,0,6.722130909657276,0,Tuesday,%%,1,0
11586,Error registro,740.2559397440863,20,No registrado,Guadalajara,Física,47000,56,Aceptada,0,6.662303457696776,0,Thursday,%%,1,1
11587,Error registro,435.5701146197486,13,Super,Guadalajara,Física,47000,56,Aceptada,0,4.355701146197486,0,Sunday,.,1,0
11588,Error registro,744.7123881740415,22,Super,Guadalajara,Física,47000,56,Aceptada,0,7.447123881740415,0,Friday,ANDROID,2,0
11589,Error registro,370.3302773198038,14,Abarrotes,Guadalajara,Virtual,47000,56,Aceptada,0,7.406605546396077,0,Friday,ANDROID,4,0
11590,Error registro,367.6284597045069,5,No registrado,Guadalajara,Física,47000,56,En proceso,0,3.3086561373405616,0,Wednesday,WEB,1,1
11592,Error registro,526.8179409077136,10,Super,Guadalajara,Física,47000,56,Aceptada,0,4.741361468169422,0,Monday,%%,3,1
11593,Error registro,760.5567212114199,20,No registrado,Guadalajara,Física,47000,56,Aceptada,0,6.84501049090278,0,Saturday,%%,3,1
11595,Error registro,979.2775878721596,16,No registrado,Guadalajara,Física,47000,56,Rechazada,0,9.792775878721596,0,Saturday,%%,4,0
11597,M,363.81748012145255,3,Abarrotes,No registrado,Física,67000,48,En proceso,0,2.9105398409716208,0,Thursday,WEB,5,1
11598,M,405.368406053127,23,Farmacia,No registrado,Física,67000,48,Aceptada,0,3.648315654478144,0,Thursday,%%,3,1
11599,M,156.1704681899524,4,No registrado,No registrado,Física,67000,48,Aceptada,0,1.5617046818995242,0,Friday,%%,3,0
11600,M,253.27400828421952,16,Restaurante,No registrado,Virtual,67000,48,Aceptada,0,4.558932149115952,0,Friday,WEB,3,1
11601,F,548.12132803099,21,MPago,Monterrey,Física,35000,55,Aceptada,0,4.93309195227891,0,Saturday,%%,1,1
11603,F,489.9535944208739,17,Super,Monterrey,Virtual,35000,55,Aceptada,0,9.799071888417478,0,Wednesday,.,2,0
11604,F,280.9963907151882,17,No registrado,Monterrey,Física,35000,55,Aceptada,0,2.8099639071518823,0,Wednesday,%%,5,0
11605,F,383.63563365618046,2,MPago,Monterrey,Física,35000,55,Aceptada,0,3.836356336561805,0,Sunday,ANDROID,5,0
11606,F,59.84289048873725,23,No registrado,Monterrey,Física,35000,55,En proceso,0,0.5385860143986353,1,Monday,WEB,1,1
11607,F,563.5809917628403,17,No registrado,Monterrey,Física,35000,55,Aceptada,0,5.635809917628404,0,Friday,.,1,0
11608,F,863.8750485696297,6,Super,Monterrey,Física,35000,55,Aceptada,0,7.774875437126668,0,Saturday,WEB,3,1
11610,M,612.1821088007604,23,Abarrotes,Guadalajara,Virtual,41000,64,Aceptada,0,12.243642176015207,0,Sunday,.,3,0
11612,M,848.5566968186316,6,Abarrotes,Guadalajara,Virtual,41000,64,En proceso,0,15.274020542735368,0,Thursday,ANDROID,4,1
11614,Error registro,712.6950363714368,5,Super,Merida,Física,87000,52,En proceso,0,7.126950363714368,0,Friday,ANDROID,4,0
11615,Error registro,46.03655776202476,8,Super,Merida,Virtual,87000,52,Aceptada,0,0.8286580397164456,1,Wednesday,WEB,2,1
11616,Error registro,827.0333147856636,18,Abarrotes,Merida,Física,87000,52,En proceso,0,7.443299833070973,0,Monday,ANDROID,2,1
11617,Error registro,650.3635183250396,1,No registrado,Merida,Física,87000,52,Aceptada,0,5.2029081466003175,0,Thursday,WEB,5,1
11618,Error registro,394.1543218296469,20,MPago,Merida,Virtual,87000,52,Rechazada,0,7.883086436592937,0,Thursday,ANDROID,2,0
11619,Error registro,442.4832359605648,23,No registrado,Merida,Física,87000,52,Aceptada,0,3.982349123645083,0,Tuesday,%%,2,1
11620,Error registro,954.381396034722,3,Restaurante,Merida,Física,87000,52,Aceptada,0,9.54381396034722,0,Thursday,ANDROID,2,0
11622,Error registro,32.60822816429909,7,No registrado,Merida,Física,87000,52,Aceptada,0,0.3260822816429909,0,Monday,%%,3,0
11623,Error registro,79.64926802574767,4,Abarrotes,Merida,Virtual,87000,52,En proceso,0,1.5929853605149535,0,Sunday,WEB,4,0
11624,Error registro,437.2691449658118,17,No registrado,Merida,Física,87000,52,Aceptada,0,3.9354223046923065,0,Thursday,.,4,1
11626,Error registro,718.9686546130612,22,No registrado,Merida,Física,87000,52,Rechazada,0,7.189686546130612,0,Tuesday,%%,3,0
11627,Error registro,966.0016949083248,1,Super,Merida,Física,87000,52,Aceptada,0,8.694015254174923,0,Friday,WEB,5,1
11628,Error registro,461.3362574261608,16,No registrado,Merida,Física,87000,52,Aceptada,0,3.6906900594092864,0,Saturday,.,4,1
11633,M,497.001589489545,7,No registrado,Toluca,Física,91000,49,Aceptada,0,4.97001589489545,0,Tuesday,%%,1,0
11635,F,748.2680064385736,22,Farmacia,Monterrey,Física,39000,42,En proceso,0,6.7344120579471625,0,Wednesday,.,4,1
11636,F,724.4732226015468,15,No registrado,Monterrey,Física,39000,42,Rechazada,0,7.2447322260154685,0,Saturday,.,3,0
11637,F,963.2901747623022,10,Restaurante,Monterrey,Física,39000,42,En proceso,0,9.632901747623022,0,Monday,ANDROID,3,0
11638,F,764.2489072272411,7,MPago,Monterrey,Física,39000,42,Aceptada,0,7.6424890722724115,0,Monday,%%,1,0
11639,F,686.7319983133511,18,No registrado,Monterrey,Física,39000,42,Aceptada,0,6.180587984820161,0,Saturday,WEB,4,1
11641,M,171.0203200244984,5,Abarrotes,Guadalajara,Física,76000,37,En proceso,1,1.710203200244984,0,Tuesday,.,1,0
11642,M,301.9724391340012,11,Abarrotes,No registrado,Virtual,42000,55,Aceptada,0,6.039448782680024,0,Wednesday,ANDROID,4,0
11643,M,250.56690491994183,1,No registrado,No registrado,Física,42000,55,Aceptada,0,2.2551021442794768,0,Thursday,ANDROID,1,1
11644,M,831.9425376852816,16,Restaurante,No registrado,Física,42000,55,Aceptada,0,8.319425376852816,0,Monday,%%,4,0
11646,F,397.6619953515794,20,No registrado,Monterrey,Virtual,91000,50,Aceptada,0,7.953239907031588,0,Sunday,ANDROID,4,0
11648,F,659.3162452440264,6,No registrado,Monterrey,Física,91000,50,Aceptada,0,6.593162452440264,0,Friday,%%,4,0
11649,F,459.3870293817781,23,Farmacia,Monterrey,Física,91000,50,Aceptada,0,4.593870293817782,0,Monday,WEB,4,0
11651,F,424.7811424969237,11,No registrado,Monterrey,Virtual,91000,50,Aceptada,0,8.495622849938474,0,Monday,%%,1,0
11652,M,881.9341025026126,22,Abarrotes,Toluca,Virtual,92000,53,Aceptada,0,15.874813845047028,0,Sunday,%%,3,1
11653,M,445.5265864289183,16,Super,Toluca,Física,92000,53,Aceptada,0,4.455265864289183,0,Friday,ANDROID,5,0
11655,M,817.8532672775846,3,No registrado,Toluca,Física,92000,53,Aceptada,0,7.360679405498262,0,Friday,%%,5,1
11656,M,508.5789523467674,20,MPago,Toluca,Física,92000,53,Aceptada,0,4.577210571120907,0,Tuesday,.,3,1
11657,M,927.5744712885152,22,Farmacia,Toluca,Virtual,92000,53,Aceptada,0,18.551489425770303,0,Friday,WEB,3,0
11659,M,520.9612541839574,9,Abarrotes,Toluca,Física,92000,53,En proceso,0,5.209612541839574,0,Tuesday,.,4,0
11662,M,292.8886764909711,2,No registrado,Toluca,Física,92000,53,Aceptada,0,2.928886764909711,0,Monday,ANDROID,4,0
11663,M,428.39571286585874,15,Restaurante,Toluca,Física,92000,53,Rechazada,0,3.855561415792729,0,Thursday,WEB,1,1
11664,M,381.5074189804938,8,No registrado,Toluca,Física,92000,53,En proceso,0,3.815074189804938,0,Tuesday,%%,1,0
11665,M,942.5321405318566,21,No registrado,Toluca,Física,92000,53,Aceptada,0,9.425321405318568,0,Wednesday,WEB,5,0
11666,M,984.8952737772375,17,Farmacia,Toluca,Virtual,92000,53,Aceptada,0,19.697905475544754,0,Wednesday,ANDROID,2,0
11667,M,832.7709117932927,18,Farmacia,Guadalajara,Física,44000,60,Aceptada,0,8.327709117932928,0,Monday,WEB,3,0
11668,M,552.9080120167365,23,Abarrotes,Guadalajara,Física,44000,60,Aceptada,0,5.529080120167365,0,Tuesday,WEB,3,0
11669,M,80.09198013885144,5,Restaurante,Guadalajara,Física,44000,60,Aceptada,0,0.8009198013885144,0,Tuesday,WEB,5,0
11670,M,911.684598308188,13,No registrado,Guadalajara,Virtual,44000,60,Aceptada,0,18.233691966163764,0,Wednesday,.,4,0
11671,M,961.5431406958392,21,Farmacia,Guadalajara,Virtual,44000,60,Aceptada,0,19.230862813916783,0,Wednesday,WEB,2,0
11672,M,871.0375819756167,21,Abarrotes,Guadalajara,Física,44000,60,Rechazada,0,8.710375819756168,0,Saturday,%%,5,0
11673,M,868.3059616619682,21,Abarrotes,Guadalajara,Virtual,44000,60,Rechazada,0,15.62950730991543,0,Friday,%%,3,1
11674,M,552.3120780117488,21,Abarrotes,Guadalajara,Física,44000,60,Aceptada,0,5.523120780117488,0,Saturday,WEB,5,0
11676,M,30.713409513063784,22,Restaurante,Guadalajara,Física,44000,60,En proceso,0,0.3071340951306378,0,Thursday,%%,2,0
11678,M,989.7871732130257,23,No registrado,Guadalajara,Virtual,44000,60,Aceptada,0,19.79574346426051,0,Tuesday,WEB,4,0
11679,M,52.36512617122169,19,Super,Guadalajara,Virtual,35000,64,En proceso,0,1.0473025234244338,1,Wednesday,WEB,4,0
11680,M,159.41359505207586,8,Farmacia,Guadalajara,Física,35000,64,En proceso,0,1.4347223554686828,0,Saturday,%%,2,1
11681,M,449.5612170877959,15,No registrado,Guadalajara,Física,35000,64,Aceptada,0,4.495612170877958,0,Thursday,%%,5,0
11682,M,598.8328208266167,16,No registrado,Guadalajara,Virtual,35000,64,Aceptada,0,11.976656416532336,0,Tuesday,ANDROID,3,0
11683,F,320.60066484107307,21,No registrado,Merida,Física,99000,44,Aceptada,1,3.206006648410731,0,Tuesday,%%,4,0
11684,F,335.29500159219606,14,No registrado,Merida,Física,99000,44,Aceptada,1,3.3529500159219605,0,Saturday,%%,3,0
11685,M,1.5087088426967157,18,MPago,Guadalajara,Física,33000,33,En proceso,0,0.0150870884269671,0,Saturday,ANDROID,4,0
11686,M,318.73044974162224,14,Restaurante,Guadalajara,Física,33000,33,Aceptada,0,3.1873044974162226,0,Saturday,ANDROID,4,0
11687,M,926.6341746318736,5,No registrado,Guadalajara,Física,33000,33,Aceptada,0,8.339707571686862,0,Monday,ANDROID,1,1
11688,M,981.9630969540258,17,MPago,Guadalajara,Física,33000,33,Aceptada,0,9.819630969540258,0,Sunday,WEB,1,0
11689,M,273.46517262949743,2,No registrado,Guadalajara,Física,33000,33,En proceso,0,2.461186553665477,0,Wednesday,WEB,5,1
11690,M,889.2043446050143,2,Farmacia,Guadalajara,Física,33000,33,Aceptada,0,8.892043446050144,0,Sunday,ANDROID,3,0
11691,M,429.7652653010892,11,No registrado,Guadalajara,Física,33000,33,Aceptada,0,3.8678873877098026,0,Thursday,WEB,2,1
11693,F,677.9192686548204,17,Super,Toluca,Física,57000,55,Aceptada,0,6.779192686548204,0,Friday,WEB,5,0
11694,F,777.791649242995,11,No registrado,Toluca,Física,57000,55,Aceptada,0,7.77791649242995,0,Tuesday,.,2,0
11695,F,890.5920037534565,16,No registrado,Toluca,Física,57000,55,Aceptada,0,8.905920037534566,0,Saturday,.,3,0
11696,F,53.49362411674963,2,No registrado,Guadalajara,Física,37000,52,Aceptada,1,0.5349362411674963,0,Monday,.,1,0
11697,F,182.8291988269104,7,No registrado,Guadalajara,Virtual,37000,52,Aceptada,1,3.656583976538208,0,Saturday,.,5,0
11698,F,740.0870565576422,15,No registrado,Guadalajara,Física,37000,52,Aceptada,1,6.66078350901878,0,Thursday,WEB,4,1
11699,F,259.6521532339588,22,MPago,Guadalajara,Física,37000,52,Aceptada,1,2.596521532339588,0,Wednesday,.,3,0
11700,F,216.91928070627756,7,No registrado,Guadalajara,Física,37000,52,Aceptada,1,2.1691928070627755,0,Saturday,.,3,0
11701,F,66.6297316550063,2,No registrado,Guadalajara,Física,37000,52,Aceptada,1,0.5996675848950567,0,Saturday,%%,1,1
11702,F,116.99151843703436,7,No registrado,Guadalajara,Física,37000,52,Aceptada,1,1.0529236659333094,0,Friday,ANDROID,4,1
11703,F,288.9169243489708,21,MPago,Guadalajara,Virtual,37000,52,En proceso,1,5.778338486979416,0,Saturday,WEB,5,0
11704,F,350.0505262728839,12,MPago,Guadalajara,Física,37000,52,Aceptada,1,3.150454736455956,0,Wednesday,ANDROID,1,1
11705,F,684.0161910580674,19,No registrado,Guadalajara,Virtual,37000,52,Aceptada,1,13.680323821161348,0,Thursday,%%,5,0
11706,F,980.5759432845869,11,No registrado,Guadalajara,Física,37000,52,Aceptada,1,9.805759432845868,0,Saturday,ANDROID,2,0
11707,F,398.4299867233517,20,Super,Merida,Física,59000,42,Aceptada,0,3.984299867233517,0,Friday,%%,3,0
11710,F,62.97324958222483,20,Super,Merida,Virtual,59000,42,Aceptada,0,1.133518492480047,0,Sunday,%%,2,1
11711,F,872.1053479172142,20,Super,No registrado,Física,42000,62,Aceptada,0,8.721053479172141,0,Wednesday,%%,5,0
11712,F,411.7692916890328,9,Farmacia,No registrado,Virtual,42000,62,Aceptada,0,8.235385833780654,0,Friday,.,4,0
11713,F,684.8222350164035,14,MPago,No registrado,Física,87000,52,Rechazada,0,6.848222350164035,0,Tuesday,.,4,0
11714,F,613.9393077207751,21,Abarrotes,No registrado,Física,87000,52,En proceso,0,6.139393077207751,0,Saturday,.,4,0
11715,F,38.69616174332358,4,No registrado,No registrado,Física,87000,52,Rechazada,0,0.3482654556899122,0,Friday,WEB,5,1
11718,F,721.1796024767415,13,No registrado,No registrado,Virtual,87000,52,Aceptada,0,14.42359204953483,1,Saturday,WEB,3,0
11719,F,778.8759008030474,16,Farmacia,No registrado,Física,87000,52,Aceptada,0,7.788759008030475,0,Wednesday,.,1,0
11721,M,145.61898360897797,3,MPago,Merida,Virtual,52000,35,En proceso,1,2.91237967217956,0,Tuesday,%%,2,0
11722,M,278.7623246101859,7,No registrado,Merida,Virtual,52000,35,Aceptada,1,5.575246492203718,0,Sunday,WEB,2,0
11723,M,76.04943394929786,18,Restaurante,Merida,Física,52000,35,En proceso,1,0.7604943394929786,0,Tuesday,%%,4,0
11724,M,267.8964153332552,3,Restaurante,Merida,Virtual,52000,35,Aceptada,1,5.357928306665103,0,Sunday,WEB,4,0
11726,M,243.1055721076996,9,No registrado,No registrado,Física,29000,54,En proceso,0,2.431055721076996,0,Saturday,ANDROID,2,0
11727,M,926.9780878047936,6,No registrado,No registrado,Física,29000,54,Aceptada,0,9.269780878047936,0,Saturday,ANDROID,2,0
11728,M,951.2263123859432,4,No registrado,No registrado,Física,29000,54,Rechazada,0,9.512263123859434,0,Saturday,ANDROID,3,0
11729,F,406.95161936379833,8,No registrado,Toluca,Física,86000,64,Aceptada,0,4.069516193637983,0,Thursday,%%,3,0
11730,F,699.9826642532677,8,No registrado,Toluca,Física,86000,64,Aceptada,0,6.9998266425326765,0,Sunday,%%,3,0
11732,F,999.2707897701008,12,No registrado,Toluca,Física,86000,64,Aceptada,0,9.99270789770101,0,Thursday,.,1,0
11733,F,921.2717147059744,12,MPago,Toluca,Virtual,86000,64,Aceptada,0,18.42543429411949,0,Friday,.,1,0
11734,F,333.7863276610317,21,Abarrotes,Toluca,Física,86000,64,En proceso,0,3.337863276610317,0,Monday,.,5,0
11738,F,859.0492476305272,9,No registrado,Toluca,Física,86000,64,En proceso,0,8.590492476305272,0,Tuesday,WEB,3,0
11739,F,381.5725488029211,9,No registrado,Toluca,Física,86000,64,Aceptada,0,3.8157254880292113,0,Thursday,WEB,1,0
11740,F,229.9187999714789,13,Super,Toluca,Virtual,86000,64,Aceptada,0,4.598375999429578,0,Saturday,%%,1,0
11741,F,735.553992287816,7,MPago,Toluca,Virtual,86000,64,Aceptada,0,13.239971861180688,0,Thursday,WEB,5,1
11743,F,470.8346454808211,15,No registrado,Toluca,Física,86000,64,Aceptada,0,4.708346454808211,0,Friday,%%,2,0
11744,F,635.8813551078256,18,Abarrotes,Toluca,Virtual,86000,64,Aceptada,0,11.445864391940862,0,Wednesday,%%,5,1
11745,F,684.2789223254134,3,MPago,Toluca,Virtual,86000,64,Aceptada,0,12.317020601857442,0,Thursday,.,1,1
11747,F,489.20914976583686,8,Abarrotes,Toluca,Virtual,86000,64,Aceptada,0,9.784182995316735,0,Wednesday,WEB,1,0
11750,F,395.3979778225216,9,Farmacia,Toluca,Física,86000,64,Aceptada,0,3.5585818004026946,0,Thursday,%%,1,1
11751,F,749.2585990514269,22,MPago,Toluca,Física,86000,64,Aceptada,0,7.49258599051427,0,Saturday,WEB,3,0
11753,M,759.6673843642955,19,No registrado,Monterrey,Virtual,90000,56,Aceptada,0,15.19334768728591,0,Thursday,%%,3,0
11754,M,516.9334525661751,14,Super,Monterrey,Virtual,90000,56,En proceso,0,10.338669051323503,0,Tuesday,ANDROID,4,0
11756,M,46.37855747580988,10,Abarrotes,Monterrey,Física,90000,56,Aceptada,0,0.4637855747580988,0,Sunday,ANDROID,1,0
11757,M,60.35904969176453,1,No registrado,Monterrey,Física,90000,56,En proceso,0,0.5432314472258808,0,Wednesday,ANDROID,3,1
11758,M,337.9322696466951,9,Farmacia,Monterrey,Física,90000,56,Aceptada,0,3.041390426820256,0,Wednesday,%%,5,1
11760,Error registro,706.1131569910498,15,Farmacia,Toluca,Física,89000,63,Aceptada,1,7.061131569910498,0,Tuesday,.,3,0
11762,Error registro,687.875524104988,7,MPago,Toluca,Física,89000,63,En proceso,1,6.8787552410498805,0,Friday,.,1,0
11763,Error registro,15.3740526395848,15,No registrado,Toluca,Virtual,89000,63,Aceptada,1,0.2459848422333568,0,Tuesday,.,3,1
11764,Error registro,552.2024000938039,10,No registrado,Toluca,Física,89000,63,Aceptada,1,4.417619200750432,0,Saturday,.,3,1
11765,Error registro,397.59524872888176,10,Restaurante,Toluca,Física,89000,63,En proceso,1,3.578357238559936,0,Thursday,ANDROID,4,1
11766,Error registro,30.681663829258188,13,No registrado,Toluca,Virtual,89000,63,Rechazada,1,0.5522699489266474,0,Thursday,ANDROID,1,1
11767,Error registro,444.8485742104079,17,No registrado,Toluca,Virtual,89000,63,Aceptada,1,8.896971484208159,0,Thursday,.,1,0
11769,Error registro,311.95444556771736,3,No registrado,Toluca,Física,89000,63,Aceptada,1,3.1195444556771736,0,Saturday,WEB,5,0
